ticker,sector,vol_annual,max_drawdown,sharpe_ratio,beta,beta_band_score,m01_score,m02_score,m03_score,m04_score,composite_financial_score,metric_nan_count,m01_vol_flag,m02_mdd_flag,m03_sharpe_flag,m04_beta_flag,g1_data_sufficiency,g2_margins,g3_cashflow,g4_leverage,g5_investability,gate_verdict,financial_verdict,exclusion_reason,annual_volatility_pct,max_drawdown_pct,beta_vs_benchmark,data_vintage,rf_rate_assumption,benchmark_used
PSPN.SW,Real Estate,0.1612,-0.2623,0.3536,0.3809,,98.34024896265561,13.69294605809128,35.26970954356847,,49.36,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,16.12,-26.23,0.3809,2026-05-20,0.025,^STOXX
NESTE.HE,Energy,0.4078,-0.8566,-0.2624,0.8028,100.0,7.8838174273858925,99.5850622406639,2.904564315352697,100.0,52.32,0.0,soft_flag,hard_exclude,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M02:mdd<-70%; M03:sharpe<0,40.78,-85.66,0.8028,2026-05-20,0.025,^STOXX
RBI.VI,Financials,0.3921,-0.6165,0.539,1.5012,0.0,11.203319502074692,92.9460580912863,63.07053941908713,0.0,49.05,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,39.21,-61.65,1.5012,2026-05-20,0.025,^STOXX
ELI.BR,Utilities,0.2706,-0.6015,0.2413,0.504,75.0,63.27800829875518,91.28630705394191,22.40663900414938,75.0,61.76,0.0,ok,soft_flag,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.06,-60.15,0.504,2026-05-20,0.025,^STOXX
MOBN.SW,Real Estate,0.1632,-0.3763,0.3055,0.4173,75.0,97.5103734439834,45.643153526970956,28.63070539419087,75.0,56.78,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,16.32,-37.63,0.4173,2026-05-20,0.025,^STOXX
MT.AS,Materials,0.3708,-0.3946,0.3736,1.6502,0.0,16.59751037344398,51.03734439834025,37.344398340248965,0.0,29.83,0.0,soft_flag,ok,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,37.08,-39.46,1.6502,2026-05-20,0.025,^STOXX
ENGI.PA,Utilities,,,,,,,,,,,,,,,,PASS,PASS,FAIL,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
BOL.ST,Materials,0.3729,-0.4143,0.2588,1.2215,50.0,16.182572614107883,56.84647302904564,24.066390041493776,50.0,37.51,0.0,soft_flag,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,37.29,-41.43,1.2215,2026-05-20,0.025,^STOXX
SOBI.ST,Health Care,0.3295,-0.3022,0.6059,0.6839,100.0,34.64730290456431,23.236514522821565,71.36929460580913,100.0,55.31,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.95,-30.22,0.6839,2026-05-20,0.025,^STOXX
HSX.L,Financials,0.2547,-0.2135,0.5498,0.7074,100.0,68.87966804979253,4.564315352697093,64.31535269709543,100.0,54.44,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.47,-21.35,0.7074,2026-05-20,0.025,^STOXX
ORNBV.HE,Health Care,0.2817,-0.3688,0.4866,0.5128,75.0,56.63900414937759,42.323651452282164,55.18672199170125,75.0,55.58,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.17,-36.88,0.5128,2026-05-20,0.025,^STOXX
PGHN.SW,Financials,0.3072,-0.5318,-0.2286,1.496,0.0,42.73858921161826,78.83817427385893,4.149377593360995,0.0,33.44,0.0,ok,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,30.72,-53.18,1.496,2026-05-20,0.025,^STOXX
LR.PA,Industrials,0.2465,-0.3614,0.4109,1.1171,50.0,72.61410788381743,39.83402489626556,45.22821576763486,50.0,50.04,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.65,-36.14,1.1171,2026-05-20,0.025,^STOXX
TEN.MI,Materials,0.3316,-0.3154,0.6743,0.8836,100.0,33.609958506224075,27.385892116182575,76.76348547717843,100.0,57.97,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,33.16,-31.54,0.8836,2026-05-20,0.025,^STOXX
ALSYDB.CO,Financials,,,,,,,,,,,,,,,,FAIL,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G1:insufficient_history(112 rows); G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
VZN.SW,Financials,0.2212,-0.3197,0.5855,0.8058,100.0,84.23236514522821,28.21576763485477,69.29460580912863,100.0,66.1,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.12,-31.97,0.8058,2026-05-20,0.025,^STOXX
IGG.L,Financials,0.2297,-0.3524,0.5163,0.6507,100.0,80.08298755186722,37.75933609958506,58.921161825726145,100.0,65.02,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.97,-35.24,0.6507,2026-05-20,0.025,^STOXX
ICG.L,Financials,0.3516,-0.5991,-0.146,1.7448,0.0,25.726141078838168,90.24896265560166,6.639004149377594,0.0,34.21,0.0,soft_flag,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,35.16,-59.91,1.7448,2026-05-20,0.025,^STOXX
FLS.CO,Industrials,0.3491,-0.395,0.3823,1.4276,0.0,26.556016597510364,51.45228215767635,39.41908713692946,0.0,32.57,0.0,ok,ok,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.91,-39.5,1.4276,2026-05-20,0.025,^STOXX
SPSN.SW,Real Estate,0.1563,-0.2504,0.5574,0.4122,75.0,98.7551867219917,11.203319502074692,65.97510373443983,75.0,57.9,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,15.63,-25.04,0.4122,2026-05-20,0.025,^STOXX
METSO.HE,Industrials,0.3429,-0.375,0.3109,1.578,0.0,29.045643153526967,43.983402489626556,29.87551867219917,0.0,27.97,0.0,ok,ok,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.29,-37.5,1.578,2026-05-20,0.025,^STOXX
TUB.BR,Health Care,,,,,,,,,,,,,,,,PASS,FAIL,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins; G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
CABK.MC,Financials,0.2961,-0.263,1.0511,0.9901,100.0,48.132780082987544,14.52282157676349,98.3402489626556,100.0,63.49,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,29.61,-26.3,0.9901,2026-05-20,0.025,^STOXX
ADDT-B.ST,Industrials,0.3544,-0.4116,0.4495,1.4996,0.0,23.236514522821565,56.016597510373444,50.62240663900415,0.0,36.64,0.0,soft_flag,ok,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,35.44,-41.16,1.4996,2026-05-20,0.025,^STOXX
PRY.MI,Industrials,0.3238,-0.4354,0.9698,1.3951,25.0,36.51452282157677,63.07053941908713,96.6804979253112,25.0,60.23,0.0,ok,ok,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.38,-43.54,1.3951,2026-05-20,0.025,^STOXX
SALM.OL,Consumer Staples,0.344,-0.5873,0.0467,0.5225,75.0,28.21576763485477,87.55186721991701,14.107883817427386,75.0,51.14,0.0,ok,soft_flag,soft_flag,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.4,-58.73,0.5225,2026-05-20,0.025,^STOXX
DIM.PA,Health Care,0.4414,-0.732,-0.4023,1.3164,25.0,4.149377593360995,97.9253112033195,1.2448132780082988,25.0,35.58,0.0,soft_flag,hard_exclude,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M02:mdd<-70%; M03:sharpe<0,44.14,-73.2,1.3164,2026-05-20,0.025,^STOXX
ALK-B.CO,Health Care,0.3697,-0.5884,0.2679,0.8864,100.0,17.42738589211619,87.96680497925311,24.896265560165975,100.0,57.34,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,36.97,-58.84,0.8864,2026-05-20,0.025,^STOXX
FRES.L,Materials,0.4248,-0.5536,0.5595,0.6916,100.0,6.2240663900415,83.81742738589212,66.39004149377593,100.0,66.31,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,42.48,-55.36,0.6916,2026-05-20,0.025,^STOXX
FTK.DE,Financials,0.5003,-0.8056,0.0505,1.4918,0.0,1.2448132780082943,99.1701244813278,14.522821576763487,0.0,34.36,0.0,soft_flag,hard_exclude,soft_flag,aggressive,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,EXCLUDED_METRIC,M02:mdd<-70%,50.03,-80.56,1.4918,2026-05-20,0.025,^STOXX
LOOMIS.ST,Industrials,0.2818,-0.2814,0.4301,0.8267,100.0,56.016597510373444,18.672199170124486,48.13278008298755,100.0,51.24,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.18,-28.14,0.8267,2026-05-20,0.025,^STOXX
VATN.SW,Financials,0.1701,-0.1246,0.7402,0.4138,75.0,97.0954356846473,0.0,84.23236514522821,75.0,59.69,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,17.01,-12.46,0.4138,2026-05-20,0.025,^STOXX
BCVN.SW,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
KBCA.BR,Financials,,,,,,,,,,,,,,,,PASS,FAIL,DATA-INCOMPLETE,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX
BAER.SW,Financials,0.2916,-0.3427,0.1583,1.3785,25.0,49.79253112033195,35.26970954356847,17.42738589211618,25.0,30.77,0.0,ok,ok,soft_flag,elevated_high,PASS,PASS,PASS,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,29.16,-34.27,1.3785,2026-05-20,0.025,^STOXX
BPE.MI,Financials,0.3625,-0.384,1.0612,1.3822,25.0,19.502074688796682,46.88796680497925,98.7551867219917,25.0,52.59,0.0,soft_flag,ok,ok,elevated_high,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,36.25,-38.4,1.3822,2026-05-20,0.025,^STOXX
HLMA.L,Industrials,0.2569,-0.4369,0.3395,1.0689,100.0,68.04979253112033,63.48547717842324,33.19502074688796,100.0,62.61,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.69,-43.69,1.0689,2026-05-20,0.025,^STOXX
AKRBP.OL,Energy,0.345,-0.3899,0.4107,0.3087,,27.800829875518673,48.962655601659755,44.81327800829876,,48.69,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.5,-38.99,0.3087,2026-05-20,0.025,^STOXX
LAGR-B.ST,Technology,0.3524,-0.402,0.5204,1.3957,25.0,24.896265560165972,53.941908713692946,59.75103734439834,25.0,44.09,0.0,soft_flag,ok,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,35.24,-40.2,1.3957,2026-05-20,0.025,^STOXX
ZEAL.CO,Health Care,,,,,,,,,,,,,,,,PASS,FAIL,PASS,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX
NOD.OL,Technology,0.5319,-0.7545,-0.0737,1.4664,0.0,0.8298755186721962,98.7551867219917,10.37344398340249,0.0,32.9,0.0,soft_flag,hard_exclude,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M02:mdd<-70%; M03:sharpe<0,53.19,-75.45,1.4664,2026-05-20,0.025,^STOXX
SREN.SW,Financials,0.2197,-0.2674,0.5255,0.8502,100.0,84.64730290456431,15.767634854771785,60.58091286307054,100.0,59.83,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,21.97,-26.74,0.8502,2026-05-20,0.025,^STOXX
BKW.SW,Utilities,0.2319,-0.2535,0.3453,0.5394,75.0,79.25311203319502,12.033195020746888,34.024896265560166,75.0,44.67,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.19,-25.35,0.5394,2026-05-20,0.025,^STOXX
BC.MI,Consumer Discretionary,0.3493,-0.4614,0.2883,1.3932,25.0,26.141078838174266,68.87966804979253,26.556016597510375,25.0,38.86,0.0,ok,soft_flag,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.93,-46.14,1.3932,2026-05-20,0.025,^STOXX
PKO.WA,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
ACP.WA,Technology,0.3194,-0.3447,0.714,0.7468,100.0,40.24896265560166,36.92946058091287,82.15767634854771,100.0,63.78,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,31.94,-34.47,0.7468,2026-05-20,0.025,^STOXX
PKN.WA,Energy,0.3201,-0.4186,0.526,0.7317,100.0,39.83402489626556,59.75103734439834,60.99585062240664,100.0,64.19,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.01,-41.86,0.7317,2026-05-20,0.025,^STOXX
PZU.WA,Financials,0.2718,-0.391,0.6372,0.9241,100.0,62.655601659751035,49.79253112033195,74.27385892116183,100.0,69.75,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.18,-39.1,0.9241,2026-05-20,0.025,^STOXX
TPE.WA,Utilities,0.4123,-0.543,0.4688,0.6363,100.0,7.468879668049794,81.74273858921163,52.69709543568465,100.0,61.83,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,41.23,-54.3,0.6363,2026-05-20,0.025,^STOXX
MBK.WA,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
PEO.WA,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
KGH.WA,Materials,0.4284,-0.5824,0.2008,1.5269,0.0,5.809128630705402,87.13692946058092,19.91701244813278,0.0,33.28,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,42.84,-58.24,1.5269,2026-05-20,0.025,^STOXX
GAW.L,Consumer Discretionary,0.3068,-0.5342,0.2483,0.9784,100.0,43.15352697095436,80.49792531120332,23.236514522821576,100.0,59.75,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,30.68,-53.42,0.9784,2026-05-20,0.025,^STOXX
CDR.WA,Communications,0.4145,-0.6232,0.154,0.8973,100.0,6.639004149377598,93.3609958506224,17.012448132780083,100.0,54.44,0.0,soft_flag,soft_flag,soft_flag,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,41.45,-62.32,0.8973,2026-05-20,0.025,^STOXX
CCH.L,Consumer Staples,0.2404,-0.4754,0.3094,0.7388,100.0,75.31120331950207,71.78423236514523,29.045643153526974,100.0,65.31,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.04,-47.54,0.7388,2026-05-20,0.025,^STOXX
MONC.MI,Consumer Discretionary,0.3225,-0.458,-0.0483,1.416,0.0,37.75933609958506,66.80497925311204,11.20331950207469,0.0,30.95,0.0,ok,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,32.25,-45.8,1.416,2026-05-20,0.025,^STOXX
VALMT.HE,Industrials,0.3075,-0.4554,-0.2114,1.1387,50.0,42.323651452282164,65.56016597510373,5.394190871369295,50.0,39.75,0.0,ok,soft_flag,hard_exclude,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,30.75,-45.54,1.1387,2026-05-20,0.025,^STOXX
GTT.PA,Energy,0.2812,-0.3331,0.7907,0.5748,75.0,57.261410788381745,32.365145228215766,88.79668049792531,75.0,62.8,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.12,-33.31,0.5748,2026-05-20,0.025,^STOXX
SFZN.SW,Health Care,0.2975,-0.4137,-0.0853,0.914,100.0,47.30290456431535,56.43153526970954,9.12863070539419,100.0,49.13,0.0,ok,ok,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,29.75,-41.37,0.914,2026-05-20,0.025,^STOXX
ISS.CO,Industrials,0.285,-0.3798,0.5013,0.9767,100.0,54.77178423236514,46.058091286307054,57.26141078838174,100.0,61.95,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.5,-37.98,0.9767,2026-05-20,0.025,^STOXX
PLUS.L,Financials,0.2396,-0.3404,0.8097,0.4498,75.0,75.93360995850622,34.43983402489627,90.04149377593362,75.0,67.53,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.96,-34.04,0.4498,2026-05-20,0.025,^STOXX
AMUN.PA,Financials,0.2597,-0.4578,0.2344,1.3378,25.0,66.39004149377593,66.39004149377593,21.57676348547718,25.0,44.67,0.0,ok,soft_flag,ok,elevated_high,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,25.97,-45.78,1.3378,2026-05-20,0.025,^STOXX
ENX.PA,Financials,0.2099,-0.4009,0.4935,0.5931,75.0,87.96680497925311,53.52697095435685,56.43153526970954,75.0,65.58,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,20.99,-40.09,0.5931,2026-05-20,0.025,^STOXX
IMCD.AS,Materials,0.3,-0.6413,-0.2524,1.051,100.0,46.058091286307054,94.60580912863071,3.7344398340248963,100.0,58.71,0.0,ok,soft_flag,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,30.0,-64.13,1.051,2026-05-20,0.025,^STOXX
NN.AS,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
FBK.MI,Financials,0.3046,-0.3639,0.334,1.3765,25.0,44.398340248962654,41.078838174273855,31.950207468879665,25.0,35.79,0.0,ok,ok,ok,elevated_high,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,30.46,-36.39,1.3765,2026-05-20,0.025,^STOXX
ARGX.BR,Health Care,0.3839,-0.3926,0.5136,0.5487,75.0,12.448132780082986,50.62240663900415,58.50622406639005,75.0,50.23,0.0,soft_flag,ok,ok,defensive,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,38.39,-39.26,0.5487,2026-05-20,0.025,^STOXX
SPIE.PA,Industrials,0.2477,-0.2339,0.7164,0.9609,100.0,71.78423236514523,7.676348547717836,82.57261410788381,100.0,61.43,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.77,-23.39,0.9609,2026-05-20,0.025,^STOXX
LIFCO-B.ST,Health Care,0.3037,-0.464,0.2914,1.304,25.0,45.22821576763485,70.12448132780082,26.970954356846473,25.0,43.17,0.0,ok,soft_flag,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,30.37,-46.4,1.304,2026-05-20,0.025,^STOXX
UBSG.SW,Financials,0.2905,-0.3231,0.6806,1.391,25.0,50.62240663900415,29.045643153526967,78.00829875518673,25.0,47.24,0.0,ok,ok,ok,elevated_high,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,29.05,-32.31,1.391,2026-05-20,0.025,^STOXX
AENA.MC,Industrials,0.2298,-0.333,0.4572,0.7835,100.0,79.66804979253112,31.95020746887967,51.867219917012456,100.0,61.08,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.98,-33.3,0.7835,2026-05-20,0.025,^STOXX
ELIS.PA,Industrials,0.2736,-0.3762,0.3974,1.1329,50.0,60.995850622406635,45.0207468879668,41.90871369294606,50.0,48.28,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.36,-37.62,1.1329,2026-05-20,0.025,^STOXX
CLNX.MC,Industrials,0.2799,-0.5897,-0.428,0.7796,100.0,57.67634854771784,88.79668049792531,0.8298755186721992,100.0,58.42,0.0,ok,soft_flag,hard_exclude,target_band,PASS,SOFT_FLAG,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,EXCLUDED_METRIC,M03:sharpe<0,27.99,-58.97,0.7796,2026-05-20,0.025,^STOXX
ZEG.L,Financials,,,,,,,,,,,,,,,,PASS,FAIL,PASS,SOFT_FLAG,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX
PST.MI,Industrials,,,,,,,,,,,,,,,,PASS,PASS,DATA-INCOMPLETE,FAIL,PASS,GATE_FAIL,EXCLUDED_GATE,G4:excess_leverage,,,,2026-05-20,0.025,^STOXX
RACE.MI,Consumer Discretionary,0.2791,-0.4344,0.3095,1.0708,100.0,58.50622406639004,62.655601659751035,29.460580912863072,100.0,59.34,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.91,-43.44,1.0708,2026-05-20,0.025,^STOXX
CAMX.ST,Health Care,0.4374,-0.4643,0.3742,0.8735,100.0,4.979253112033206,70.53941908713693,37.75933609958506,100.0,53.49,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,43.74,-46.43,0.8735,2026-05-20,0.025,^STOXX
BMED.MI,Financials,0.2562,-0.3266,0.9454,1.2554,50.0,68.46473029045643,30.290456431535276,95.4356846473029,50.0,61.41,0.0,ok,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,25.62,-32.66,1.2554,2026-05-20,0.025,^STOXX
VACN.SW,Industrials,0.3943,-0.5813,0.4085,1.6103,0.0,10.373443983402481,86.72199170124482,44.398340248962654,0.0,41.41,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,39.43,-58.13,1.6103,2026-05-20,0.025,^STOXX
ASRNL.AS,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
IG.MI,Utilities,0.203,-0.2604,0.7195,0.6315,100.0,90.04149377593362,13.278008298755182,82.98755186721992,100.0,66.89,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,SOFT_FLAG,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,20.3,-26.04,0.6315,2026-05-20,0.025,^STOXX
BAMI.MI,Financials,0.3375,-0.3617,1.0851,1.3075,25.0,31.742738589211612,40.24896265560166,99.1701244813278,25.0,53.17,0.0,ok,ok,ok,elevated_high,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,33.75,-36.17,1.3075,2026-05-20,0.025,^STOXX
GALE.SW,Health Care,0.1739,-0.1821,0.3542,0.2988,,96.2655601659751,1.6597510373444067,35.684647302904565,,45.46,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,17.39,-18.21,0.2988,2026-05-20,0.025,^STOXX
ABVX.PA,Health Care,,,,,,,,,,,,,,,,PASS,FAIL,FAIL,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins; G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
UNI.MC,Financials,0.3214,-0.2999,0.7748,1.0605,100.0,39.41908713692946,22.821576763485467,87.13692946058092,100.0,60.87,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,32.14,-29.99,1.0605,2026-05-20,0.025,^STOXX
BIRG.IR,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
BG.VI,Financials,0.2881,-0.3103,1.0221,1.1765,50.0,52.4896265560166,26.141078838174266,97.9253112033195,50.0,57.72,0.0,ok,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,28.81,-31.03,1.1765,2026-05-20,0.025,^STOXX
A5G.IR,Financials,0.3373,-0.3372,0.8541,1.1824,50.0,32.365145228215766,33.40248962655602,92.9460580912863,50.0,54.38,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,33.73,-33.72,1.1824,2026-05-20,0.025,^STOXX
LPP.WA,Consumer Discretionary,0.4871,-0.5939,0.3338,1.1418,50.0,1.6597510373444067,89.2116182572614,31.327800829875518,50.0,46.49,0.0,soft_flag,soft_flag,ok,elevated,PASS,SOFT_FLAG,PASS,PASS,PASS,GATE_PASS,PASSED,,48.71,-59.39,1.1418,2026-05-20,0.025,^STOXX
