ticker,sector,vol_annual,max_drawdown,sharpe_ratio,beta,beta_band_score,m01_score,m02_score,m03_score,m04_score,composite_financial_score,metric_nan_count,m01_vol_flag,m02_mdd_flag,m03_sharpe_flag,m04_beta_flag,g1_data_sufficiency,g2_margins,g3_cashflow,g4_leverage,g5_investability,gate_verdict,financial_verdict,exclusion_reason,annual_volatility_pct,max_drawdown_pct,beta_vs_benchmark,data_vintage,rf_rate_assumption,benchmark_used
EN.PA,Industrials,0.1982,-0.2421,0.5548,0.7144,100.0,91.28630705394191,8.713692946058089,64.73029045643153,100.0,60.29,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,19.82,-24.21,0.7144,2026-05-20,0.025,^STOXX
JYSK.CO,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
IMI.L,Industrials,0.2571,-0.4172,0.2961,1.2753,50.0,67.63485477178423,59.33609958506224,27.800829875518673,50.0,49.67,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.71,-41.72,1.2753,2026-05-20,0.025,^STOXX
NEM.DE,Technology,0.3823,-0.6163,0.0124,1.2151,50.0,14.107883817427393,92.5311203319502,13.278008298755188,50.0,44.56,0.0,soft_flag,soft_flag,soft_flag,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,38.23,-61.63,1.2151,2026-05-20,0.025,^STOXX
ABBN.SW,Industrials,0.2481,-0.283,0.8279,1.2496,50.0,71.36929460580913,19.087136929460584,90.87136929460581,50.0,57.26,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.81,-28.3,1.2496,2026-05-20,0.025,^STOXX
HSBA.L,Financials,0.2501,-0.2431,0.7799,0.9666,100.0,70.12448132780082,9.128630705394187,87.55186721991701,100.0,63.03,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,25.01,-24.31,0.9666,2026-05-20,0.025,^STOXX
DB1.DE,Financials,0.198,-0.2961,0.5878,0.4853,75.0,91.70124481327801,21.99170124481327,69.70954356846472,75.0,60.85,0.0,ok,ok,ok,defensive,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,19.8,-29.61,0.4853,2026-05-20,0.025,^STOXX
INVP.L,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
SUBC.OL,Energy,0.3375,-0.3499,0.8615,0.6987,100.0,31.742738589211612,37.344398340248965,93.3609958506224,100.0,65.56,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,33.75,-34.99,0.6987,2026-05-20,0.025,^STOXX
FGR.PA,Industrials,0.2248,-0.2078,0.3438,0.9698,100.0,82.98755186721992,3.319502074688799,33.60995850622407,100.0,47.68,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.48,-20.78,0.9698,2026-05-20,0.025,^STOXX
MYCR.ST,Technology,0.3664,-0.5556,0.4349,1.1864,50.0,17.84232365145229,84.23236514522821,48.96265560165975,50.0,53.53,0.0,soft_flag,soft_flag,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,36.64,-55.56,1.1864,2026-05-20,0.025,^STOXX
NDX1.DE,Energy,0.4678,-0.5968,0.3464,1.0821,100.0,2.904564315352701,89.6265560165975,34.85477178423236,100.0,57.93,0.0,soft_flag,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,46.78,-59.68,1.0821,2026-05-20,0.025,^STOXX
AAL.L,Materials,0.4016,-0.5991,0.0345,1.4011,0.0,9.128630705394187,90.24896265560166,13.692946058091287,0.0,33.01,0.0,soft_flag,soft_flag,soft_flag,aggressive,PASS,SOFT_FLAG,PASS,PASS,PASS,GATE_PASS,PASSED,,40.16,-59.91,1.4011,2026-05-20,0.025,^STOXX
BZU.MI,Materials,0.3044,-0.3882,0.3806,1.2196,50.0,44.81327800829875,48.132780082987544,38.589211618257266,50.0,44.98,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,30.44,-38.82,1.2196,2026-05-20,0.025,^STOXX
LONN.SW,Health Care,,,,,,,,,,,,,,,,PASS,FAIL,PASS,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX
ENEL.MI,Utilities,0.2111,-0.4705,0.3337,0.893,100.0,87.34439834024896,71.36929460580913,30.70539419087137,100.0,68.09,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,21.11,-47.05,0.893,2026-05-20,0.025,^STOXX
DSV.CO,Industrials,0.3049,-0.4805,-0.0457,1.1667,50.0,43.983402489626556,73.44398340248962,12.033195020746888,50.0,44.44,0.0,ok,soft_flag,hard_exclude,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,30.49,-48.05,1.1667,2026-05-20,0.025,^STOXX
BBY.L,Industrials,0.2331,-0.3241,0.7027,0.8287,100.0,78.83817427385893,29.460580912863065,80.70539419087137,100.0,68.82,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.31,-32.41,0.8287,2026-05-20,0.025,^STOXX
RS1.L,Industrials,0.3012,-0.6115,-0.3526,1.2754,50.0,45.643153526970956,92.11618257261411,1.6597510373443984,50.0,47.26,0.0,ok,soft_flag,hard_exclude,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,30.12,-61.15,1.2754,2026-05-20,0.025,^STOXX
ALFA.ST,Industrials,0.2631,-0.3826,0.4315,1.1025,50.0,65.56016597510373,46.47302904564315,48.54771784232365,50.0,51.62,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,26.31,-38.26,1.1025,2026-05-20,0.025,^STOXX
PUB.PA,Communications,0.2584,-0.3443,0.3769,1.0547,100.0,67.21991701244814,36.51452282157677,38.17427385892116,100.0,55.85,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,25.84,-34.43,1.0547,2026-05-20,0.025,^STOXX
UNI.MI,Financials,0.2689,-0.2719,1.2739,1.1022,50.0,64.31535269709543,17.42738589211619,100.0,50.0,58.09,0.0,ok,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,26.89,-27.19,1.1022,2026-05-20,0.025,^STOXX
IP.MI,Industrials,0.3383,-0.6088,-0.2163,1.5423,0.0,30.705394190871374,91.70124481327801,4.979253112033195,0.0,35.15,0.0,ok,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,33.83,-60.88,1.5423,2026-05-20,0.025,^STOXX
ANA.MC,Industrials,0.29,-0.5083,0.4255,0.9265,100.0,51.45228215767635,76.76348547717842,47.30290456431535,100.0,67.51,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,29.0,-50.83,0.9265,2026-05-20,0.025,^STOXX
MTO.L,Industrials,0.3089,-0.3991,0.5444,0.9165,100.0,41.90871369294605,52.69709543568465,63.48547717842323,100.0,63.24,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,30.89,-39.91,0.9165,2026-05-20,0.025,^STOXX
SBMO.AS,Energy,0.2615,-0.2196,0.7815,0.689,100.0,65.97510373443984,5.809128630705402,87.96680497925311,100.0,61.33,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,26.15,-21.96,0.689,2026-05-20,0.025,^STOXX
SMIN.L,Industrials,0.2249,-0.2287,0.3171,0.942,100.0,82.57261410788382,6.639004149377598,30.29045643153527,100.0,47.59,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.49,-22.87,0.942,2026-05-20,0.025,^STOXX
EQNR.OL,Energy,0.3235,-0.3174,0.57,0.0618,,36.92946058091287,27.800829875518673,67.21991701244814,,50.89,1.0,ok,ok,ok,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,32.35,-31.74,0.0618,2026-05-20,0.025,^STOXX
ATCO-A.ST,Industrials,0.2906,-0.421,0.1836,1.343,25.0,50.20746887966805,60.16597510373444,19.08713692946058,25.0,38.82,0.0,ok,ok,soft_flag,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,29.06,-42.1,1.343,2026-05-20,0.025,^STOXX
SAGA-B.ST,Real Estate,0.3554,-0.559,-0.2081,1.3487,25.0,22.614107883817425,84.64730290456431,5.809128630705394,25.0,36.66,0.0,soft_flag,soft_flag,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,35.54,-55.9,1.3487,2026-05-20,0.025,^STOXX
IFX.DE,Technology,0.3835,-0.5112,0.3355,1.6921,0.0,13.485477178423238,77.17842323651452,32.365145228215766,0.0,35.56,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,38.35,-51.12,1.6921,2026-05-20,0.025,^STOXX
III.L,Financials,0.3122,-0.533,0.2805,1.2367,50.0,41.078838174273855,79.66804979253112,25.72614107883817,50.0,49.83,0.0,ok,soft_flag,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,31.22,-53.3,1.2367,2026-05-20,0.025,^STOXX
KRX.IR,Materials,0.3604,-0.5789,-0.081,1.3995,25.0,20.539419087136935,86.30705394190872,9.95850622406639,25.0,37.99,0.0,soft_flag,soft_flag,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,36.04,-57.89,1.3995,2026-05-20,0.025,^STOXX
KESKOB.HE,Consumer Staples,0.2411,-0.5522,-0.1437,0.6643,100.0,74.68879668049793,82.98755186721992,7.053941908713693,100.0,61.95,0.0,ok,soft_flag,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,24.11,-55.22,0.6643,2026-05-20,0.025,^STOXX
CFR.SW,Consumer Discretionary,0.3409,-0.3661,0.2877,1.5642,0.0,29.875518672199178,41.90871369294605,26.141078838174277,0.0,26.39,0.0,ok,ok,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.09,-36.61,1.5642,2026-05-20,0.025,^STOXX
STMN.SW,Health Care,0.352,-0.6247,-0.3004,1.4623,0.0,25.31120331950207,93.7759336099585,2.4896265560165975,0.0,33.94,0.0,soft_flag,soft_flag,hard_exclude,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,35.2,-62.47,1.4623,2026-05-20,0.025,^STOXX
AV.L,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
TREL-B.ST,Industrials,0.3193,-0.3361,0.3716,1.1965,50.0,40.66390041493776,32.780082987551864,36.92946058091287,50.0,39.05,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,31.93,-33.61,1.1965,2026-05-20,0.025,^STOXX
A2A.MI,Utilities,0.2442,-0.4831,0.3568,0.8646,100.0,73.02904564315352,73.85892116182572,36.09958506224066,100.0,67.59,0.0,ok,soft_flag,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.42,-48.31,0.8646,2026-05-20,0.025,^STOXX
EOAN.DE,Utilities,0.215,-0.3702,0.6133,0.5788,75.0,85.47717842323651,42.94605809128631,72.61410788381743,75.0,66.76,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,21.5,-37.02,0.5788,2026-05-20,0.025,^STOXX
VIE.PA,Utilities,0.2414,-0.3977,0.3366,1.1136,50.0,74.27385892116183,52.28215767634855,32.780082987551864,50.0,50.37,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.14,-39.77,1.1136,2026-05-20,0.025,^STOXX
WRT1V.HE,Industrials,0.3408,-0.5047,0.6946,1.3432,25.0,30.290456431535276,76.34854771784232,78.83817427385893,25.0,57.61,0.0,ok,soft_flag,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,34.08,-50.47,1.3432,2026-05-20,0.025,^STOXX
HNR1.DE,Financials,0.227,-0.2447,0.5227,0.773,100.0,81.32780082987551,10.373443983402481,60.16597510373444,100.0,57.43,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.7,-24.47,0.773,2026-05-20,0.025,^STOXX
AZN.L,Health Care,0.2384,-0.2717,0.3455,0.6464,100.0,76.34854771784232,17.01244813278008,34.439834024896264,100.0,50.71,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.84,-27.17,0.6464,2026-05-20,0.025,^STOXX
BARC.L,Financials,0.3117,-0.4044,0.4828,1.4388,0.0,41.49377593360995,55.18672199170124,54.77178423236515,0.0,41.29,0.0,ok,ok,ok,aggressive,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,31.17,-40.44,1.4388,2026-05-20,0.025,^STOXX
HBAN.SW,Financials,0.1979,-0.2662,0.828,0.8006,100.0,92.11618257261411,14.937759336099589,91.28630705394191,100.0,70.29,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,19.79,-26.62,0.8006,2026-05-20,0.025,^STOXX
LLOY.L,Financials,0.2724,-0.2906,0.4212,1.1863,50.0,62.03319502074689,20.746887966804977,46.88796680497925,50.0,42.7,0.0,ok,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,27.24,-29.06,1.1863,2026-05-20,0.025,^STOXX
SLHN.SW,Financials,0.1956,-0.2865,0.7441,0.9045,100.0,92.9460580912863,20.33195020746888,85.47717842323651,100.0,70.33,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,19.56,-28.65,0.9045,2026-05-20,0.025,^STOXX
ZURN.SW,Financials,0.1707,-0.1531,0.6632,0.7222,100.0,96.6804979253112,0.4149377593360981,76.34854771784232,100.0,62.37,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,17.07,-15.31,0.7222,2026-05-20,0.025,^STOXX
FRO.OL,Industrials,0.458,-0.561,0.675,0.4289,75.0,3.319502074688799,85.06224066390041,77.17842323651453,75.0,64.34,0.0,soft_flag,soft_flag,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,45.8,-56.1,0.4289,2026-05-20,0.025,^STOXX
KCR.HE,Industrials,0.3604,-0.4947,0.4725,1.4335,0.0,20.539419087136935,75.10373443983403,53.11203319502075,0.0,42.57,0.0,soft_flag,soft_flag,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,36.04,-49.47,1.4335,2026-05-20,0.025,^STOXX
SWED-A.ST,Financials,,,,,,,,,,,,,,,,PASS,PASS,FAIL,DATA-INCOMPLETE,PASS,GATE_FAIL,EXCLUDED_GATE,G3:negative_cashflow,,,,2026-05-20,0.025,^STOXX
NKT.CO,Industrials,0.3592,-0.3439,0.7123,1.1382,50.0,21.161825726141075,36.09958506224067,81.74273858921161,50.0,49.59,0.0,soft_flag,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,35.92,-34.39,1.1382,2026-05-20,0.025,^STOXX
FHZN.SW,Industrials,0.2068,-0.2236,0.3031,0.7326,100.0,89.2116182572614,6.2240663900415,28.21576763485477,100.0,48.17,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,20.68,-22.36,0.7326,2026-05-20,0.025,^STOXX
HUBN.SW,Industrials,0.2779,-0.3211,0.9347,0.9029,100.0,58.921161825726145,28.63070539419087,95.0207468879668,100.0,68.88,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,27.79,-32.11,0.9029,2026-05-20,0.025,^STOXX
RMS.PA,Consumer Discretionary,0.2865,-0.4336,0.2138,1.2862,50.0,53.941908713692946,62.24066390041494,20.74688796680498,50.0,45.68,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.65,-43.36,1.2862,2026-05-20,0.025,^STOXX
TLX.DE,Financials,0.2356,-0.2122,0.9981,0.8927,100.0,78.00829875518673,4.149377593360995,97.0954356846473,100.0,65.98,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,23.56,-21.22,0.8927,2026-05-20,0.025,^STOXX
G1A.DE,Industrials,0.224,-0.3315,0.3925,0.9054,100.0,83.81742738589212,31.53526970954357,40.24896265560166,100.0,58.3,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.4,-33.15,0.9054,2026-05-20,0.025,^STOXX
REY.MI,Technology,0.3361,-0.5709,-0.133,1.2734,50.0,32.780082987551864,85.89211618257261,7.883817427385892,50.0,44.69,0.0,ok,soft_flag,hard_exclude,elevated,PASS,PASS,DATA-INCOMPLETE,PASS,PASS,REVIEW_REQUIRED,EXCLUDED_METRIC,M03:sharpe<0,33.61,-57.09,1.2734,2026-05-20,0.025,^STOXX
HOLM-B.ST,Materials,0.2296,-0.3963,-0.1903,0.713,100.0,80.49792531120332,51.86721991701245,6.224066390041494,100.0,53.53,0.0,ok,ok,hard_exclude,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,22.96,-39.63,0.713,2026-05-20,0.025,^STOXX
ENI.MI,Energy,0.236,-0.2625,0.911,0.6965,100.0,77.59336099585062,14.107883817427393,93.7759336099585,100.0,67.88,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,23.6,-26.25,0.6965,2026-05-20,0.025,^STOXX
FNTN.DE,Communications,0.249,-0.2864,0.3648,0.6164,100.0,70.53941908713693,19.91701244813278,36.51452282157676,100.0,51.04,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,24.9,-28.64,0.6164,2026-05-20,0.025,^STOXX
FER.MC,Industrials,0.2113,-0.171,0.7925,0.9261,100.0,86.72199170124482,1.2448132780082943,89.21161825726142,100.0,64.48,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,21.13,-17.1,0.9261,2026-05-20,0.025,^STOXX
SAB.MC,Financials,0.3641,-0.3702,0.9602,1.1938,50.0,18.672199170124486,42.94605809128631,95.850622406639,50.0,55.37,0.0,soft_flag,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,36.41,-37.02,1.1938,2026-05-20,0.025,^STOXX
NEX.PA,Industrials,0.362,-0.4226,0.407,1.3866,25.0,19.91701244813278,60.58091286307054,43.56846473029046,25.0,40.23,0.0,soft_flag,ok,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,36.2,-42.26,1.3866,2026-05-20,0.025,^STOXX
ANDR.VI,Industrials,0.276,-0.3401,0.3809,1.0475,100.0,59.75103734439834,34.02489626556017,39.004149377593365,100.0,53.86,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.6,-34.01,1.0475,2026-05-20,0.025,^STOXX
HOLN.SW,Materials,0.3837,-0.5259,0.1824,1.0976,100.0,12.863070539419084,77.59336099585062,18.672199170124482,100.0,51.45,0.0,soft_flag,soft_flag,soft_flag,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,38.37,-52.59,1.0976,2026-05-20,0.025,^STOXX
BP.L,Energy,0.2881,-0.415,0.3338,0.6533,100.0,52.4896265560166,57.67634854771784,31.327800829875518,100.0,57.2,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,28.81,-41.5,0.6533,2026-05-20,0.025,^STOXX
NOVN.SW,Health Care,0.1773,-0.1686,0.5989,0.546,75.0,95.850622406639,0.8298755186721962,70.12448132780082,75.0,55.46,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,17.73,-16.86,0.546,2026-05-20,0.025,^STOXX
VK.PA,Materials,0.438,-0.4171,0.3927,1.0246,100.0,4.564315352697093,58.713692946058096,40.66390041493776,100.0,50.73,0.0,soft_flag,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,43.8,-41.71,1.0246,2026-05-20,0.025,^STOXX
DIE.BR,Consumer Discretionary,,,,,,,,,,,,,,,,PASS,PASS,PASS,FAIL,PASS,GATE_FAIL,EXCLUDED_GATE,G4:excess_leverage,,,,2026-05-20,0.025,^STOXX
ACA.PA,Financials,0.234,-0.3647,0.4404,1.0611,100.0,78.42323651452281,41.49377593360995,49.79253112033195,100.0,63.07,0.0,ok,ok,ok,target_band,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,23.4,-36.47,1.0611,2026-05-20,0.025,^STOXX
AGS.BR,Financials,0.2267,-0.2533,0.4279,0.8977,100.0,82.15767634854771,11.61825726141079,47.71784232365145,100.0,54.23,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,22.67,-25.33,0.8977,2026-05-20,0.025,^STOXX
NG.L,Utilities,0.2036,-0.3262,0.1425,0.3571,,89.6265560165975,29.875518672199178,16.182572614107883,,46.74,1.0,ok,ok,soft_flag,soft_flag_review,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,20.36,-32.62,0.3571,2026-05-20,0.025,^STOXX
ACKB.BR,Industrials,0.1924,-0.2708,0.7027,0.8416,100.0,93.7759336099585,16.59751037344398,80.70539419087137,100.0,67.95,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,19.24,-27.08,0.8416,2026-05-20,0.025,^STOXX
STB.OL,Financials,,,,,,,,,,,,,,,,PASS,FAIL,PASS,PASS,PASS,GATE_FAIL,EXCLUDED_GATE,G2:negative_margins,,,,2026-05-20,0.025,^STOXX
INDU-C.ST,Financials,0.2094,-0.3372,0.3987,1.1121,50.0,88.38174273858921,33.40248962655602,42.738589211618255,50.0,50.52,0.0,ok,ok,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,20.94,-33.72,1.1121,2026-05-20,0.025,^STOXX
SSAB-B.ST,Materials,0.414,-0.4601,0.494,1.2715,50.0,7.053941908713696,68.46473029045643,56.84647302904564,50.0,49.0,0.0,soft_flag,soft_flag,ok,elevated,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,41.4,-46.01,1.2715,2026-05-20,0.025,^STOXX
BGN.MI,Financials,0.2585,-0.3731,0.565,1.2069,50.0,66.80497925311204,43.56846473029046,66.80497925311202,50.0,56.47,0.0,ok,ok,ok,elevated,PASS,PASS,DATA-INCOMPLETE,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,25.85,-37.31,1.2069,2026-05-20,0.025,^STOXX
PAF.L,Materials,0.4787,-0.4989,0.7605,0.5023,75.0,2.0746887966805048,75.51867219917013,86.30705394190872,75.0,63.96,0.0,soft_flag,soft_flag,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,47.87,-49.89,0.5023,2026-05-20,0.025,^STOXX
ANTO.L,Materials,0.3973,-0.4431,0.3903,1.4749,0.0,9.958506224066383,64.31535269709543,39.83402489626556,0.0,33.24,0.0,soft_flag,ok,ok,aggressive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,39.73,-44.31,1.4749,2026-05-20,0.025,^STOXX
IHG.L,Consumer Discretionary,0.2487,-0.3124,0.6305,1.0313,100.0,70.95435684647302,26.970954356846477,73.85892116182573,100.0,64.44,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,24.87,-31.24,1.0313,2026-05-20,0.025,^STOXX
SB1NO.OL,Financials,0.2172,-0.2475,0.6567,0.6861,100.0,85.06224066390041,10.78838174273858,75.51867219917013,100.0,62.9,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,DATA-INCOMPLETE,PASS,REVIEW_REQUIRED,REVIEW_REQUIRED,,21.72,-24.75,0.6861,2026-05-20,0.025,^STOXX
TRN.MI,Utilities,0.1896,-0.255,0.5788,0.4705,75.0,94.60580912863071,12.863070539419084,68.46473029045643,75.0,58.32,0.0,ok,ok,ok,defensive,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,18.96,-25.5,0.4705,2026-05-20,0.025,^STOXX
IPN.PA,Health Care,0.2777,-0.3114,0.3938,0.648,100.0,59.33609958506224,26.556016597510364,41.078838174273855,100.0,52.16,0.0,ok,ok,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.77,-31.14,0.648,2026-05-20,0.025,^STOXX
AZM.MI,Financials,0.2724,-0.4464,0.5203,1.3525,25.0,62.03319502074689,65.14522821576764,59.33609958506224,25.0,54.75,0.0,ok,ok,ok,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,PASSED,,27.24,-44.64,1.3525,2026-05-20,0.025,^STOXX
INDT.ST,Industrials,0.3216,-0.4145,-0.0811,1.3783,25.0,39.00414937759336,57.261410788381745,9.54356846473029,25.0,32.84,0.0,ok,ok,hard_exclude,elevated_high,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M03:sharpe<0,32.16,-41.45,1.3783,2026-05-20,0.025,^STOXX
HOC.L,Materials,0.5601,-0.7125,0.3976,0.8877,100.0,0.0,97.5103734439834,42.32365145228216,100.0,61.95,0.0,hard_exclude,hard_exclude,ok,target_band,PASS,PASS,PASS,PASS,PASS,GATE_PASS,EXCLUDED_METRIC,M01:vol>55%; M02:mdd<-70%,56.01,-71.25,0.8877,2026-05-20,0.025,^STOXX
