ticker,yf_ticker,company_name,sasb_sector,truvalue_rating,sa_risk,sa_band,iss_descriptor,tri_pass_votes,tri_fail_votes,triangulation_result,stage1_pass,fossil_flag,hard_excluded,watchlist,watchlist_reason,esg_rank,in_house_z,in_house_pct,E_score,S_score,G_score,ESG_score,carbon_intensity,ci_source,data_vintage
NOA3,NOKIA.HE,Nokia Oyj,Technology & Communications,Average,9.57,Negligible,Good,3,0,PASS,True,False,False,False,,109.0,-0.0676599143023529,53.58649789029536,44.72,56.75,60.22,53.59,16.72,sector_median_imputed,2026-05-20
04Q,NDA-FI.HE,Nordea Bank Abp,Financials,Below Average,13.14,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Below Average,28.0,0.3759485406335493,88.60759493670885,78.15,56.96,57.11,88.61,0.72,sector_median_imputed,2026-05-20
NDX1,NDX1.DE,Nordex SE,Renewable Resources & Alternative Energy,Average,20.51,Medium,Good,2,1,PASS,True,False,False,False,,162.0,-0.4293955928946265,29.11392405063291,51.43,30.86,15.28,29.11,277.65500000000003,sector_median_imputed,2026-05-20
IMI1,IMI.L,IMI plc,Resource Transformation,Average,23.0,Medium,Medium,2,1,PASS,True,False,False,False,,52.0,0.2668177757196764,78.48101265822784,78.15,51.15,46.12,78.48,19.57,sector_median_imputed,2026-05-20
N0S,NOD.OL,Nordic Semiconductor ASA,Technology & Communications,Above Average,12.11,Low,Medium,3,0,PASS,True,False,False,False,,130.0,-0.2053780798002847,43.45991561181435,60.23,46.86,19.42,43.46,16.72,sector_median_imputed,2026-05-20
NOT,NOVN.SW,Novartis AG,Health Care,Average,10.9,Low,Good,3,0,PASS,True,False,False,False,,94.0,0.048141223697409,60.75949367088608,44.91,75.32,64.47,60.76,7.99,sector_median_imputed,2026-05-20
GZF,ENGI.PA,ENGIE S.A.,Infrastructure,Average,23.5,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20
ANI,AMUN.PA,Amundi SA,Financials,Average,19.5,Low,Good,3,0,PASS,True,False,False,False,,88.0,0.1102739975768031,63.29113924050633,78.15,43.54,29.93,63.29,0.72,sector_median_imputed,2026-05-20
SEO,SRP.L,Serco Group plc,Technology & Communications,Average,18.4,Low,Medium,3,0,PASS,True,False,False,False,,111.0,-0.0743016455963095,52.74261603375528,42.9,59.72,60.98,52.74,16.72,sector_median_imputed,2026-05-20
FTE,ORA.PA,Orange SA,Technology & Communications,Average,17.2,Low,Good,3,0,PASS,True,False,False,False,,148.0,-0.3272409205813537,35.0210970464135,37.88,62.91,35.16,35.02,16.72,sector_median_imputed,2026-05-20
ECN,RS1.L,RS Group PLC,Technology & Communications,Above Average,6.2,Negligible,Good,3,0,PASS,True,False,False,False,,112.0,-0.0854031454591863,52.32067510548524,28.76,92.77,66.52,52.32,19.57,sector_median_imputed,2026-05-20
472,CLNX.MC,Cellnex Telecom S.A.,Technology & Communications,Average,13.3,Low,Good,3,0,PASS,True,False,False,False,,131.0,-0.214497543502134,43.03797468354431,47.11,54.44,37.91,43.04,19.57,sector_median_imputed,2026-05-20
RTZ,PAF.L,Pan African Resources PLC,Extractives & Minerals Processing,Average,44.72,Severe,Medium,2,1,PASS,True,False,True,,,,,,0.0,0.0,0.0,0.0,2149.74,sector_median_imputed,2026-05-20
P2H,PGHN.SW,Partners Group Holding AG,Financials,Above Average,22.97,Medium,Medium,2,1,PASS,True,False,False,False,,117.0,-0.1169809027594735,50.21097046413502,78.15,43.75,0.0,50.21,0.72,sector_median_imputed,2026-05-20
P55,PLUS.L,Plus500 Ltd.,Financials,Below Average,22.06,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20
B3K,ACKB.BR,Ackermans & van Haaren NV,Financials,Average,8.9,Negligible,Medium,3,0,PASS,True,False,False,False,,224.0,-1.112944850684872,0.4219409282700421,6.47,36.62,4.61,0.42,19.57,sector_median_imputed,2026-05-20
ENA,ELE.MC,Endesa S.A.,Infrastructure,Below Average,21.5,Medium,Good,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20
7PI,PST.MI,Poste Italiane SpA,Financials,Average,14.39,Low,Medium,3,0,PASS,True,False,False,False,,60.0,0.2473730028541358,75.10548523206751,78.15,60.38,38.29,75.11,19.57,sector_median_imputed,2026-05-20
FO4N,AGS.BR,ageas SA/NV,Financials,Average,12.5,Low,Medium,3,0,PASS,True,False,False,False,,64.0,0.2429921321177025,73.41772151898735,78.15,61.2,37.25,73.42,0.72,sector_median_imputed,2026-05-20
AXA,CS.PA,AXA SA,Financials,Average,17.0,Low,Good,3,0,PASS,True,False,False,False,,22.0,0.4174992433347713,91.13924050632912,78.15,66.74,56.97,91.14,0.72,sector_median_imputed,2026-05-20
RTO1,RTO.L,Rentokil Initial plc,Services,Average,13.9,Low,Good,3,0,PASS,True,False,False,False,,39.0,0.3205105762971347,83.96624472573839,78.15,45.96,56.13,83.97,19.57,sector_median_imputed,2026-05-20
REJA,REY.MI,Reply S.p.A.,Technology & Communications,Average,19.77,Low,Medium,3,0,PASS,True,False,False,False,,142.0,-0.2662360995806697,37.9746835443038,62.13,52.1,4.97,37.97,16.72,sector_median_imputed,2026-05-20
REP,REP.MC,Repsol SA,Extractives & Minerals Processing,Average,28.22,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20
E7V,RXL.PA,Rexel SA,Resource Transformation,Average,13.02,Low,Good,3,0,PASS,True,False,False,False,,81.0,0.1626815635142608,66.24472573839662,78.15,43.73,36.7,66.24,19.57,sector_median_imputed,2026-05-20
RIO1,RIO.L,Rio Tinto plc,Extractives & Minerals Processing,Average,22.22,Medium,Medium,2,1,PASS,True,False,False,False,,135.0,-0.2378022338599763,41.35021097046413,33.75,51.4,61.04,41.35,2149.74,sector_median_imputed,2026-05-20
LOR,OR.PA,L'Oreal S.A.,Consumer Goods,Average,17.0,Low,Good,3,0,PASS,True,False,False,False,,45.0,0.2856205576830747,81.43459915611815,65.16,87.42,51.64,81.43,85.39,sector_median_imputed,2026-05-20
SR9,SREN.SW,Swiss Re AG,Financials,Average,13.6,Low,Good,3,0,PASS,True,False,False,False,,12.0,0.4753184826412814,95.35864978902954,78.15,51.74,73.14,95.36,0.72,sector_median_imputed,2026-05-20
BDSB,SAB.MC,Banco de Sabadell SA,Financials,Below Average,13.4,Low,Medium,2,1,PASS,True,False,False,True,Truvalue=Below Average,155.0,-0.3540135900924877,32.06751054852321,28.8,63.61,47.88,32.07,0.85,bloomberg_calc,2026-05-20
VHM,SCYR.MC,Sacyr SA,Infrastructure,Average,19.05,Low,,2,0,PASS,True,False,False,False,,160.0,-0.3971391941861981,29.957805907173,42.32,68.85,14.47,29.96,19.57,sector_median_imputed,2026-05-20
JEP,SALM.OL,SalMar ASA,Food & Beverage,Average,21.68,Medium,Medium,2,1,PASS,True,False,False,False,,175.0,-0.537971947271432,22.78481012658228,24.94,44.08,41.97,22.78,85.39,sector_median_imputed,2026-05-20
P7S,PSPN.SW,PSP Swiss Property AG,Infrastructure,Above Average,14.0,Low,Medium,3,0,PASS,True,False,False,False,,90.0,0.084584214402413,62.44725738396625,57.41,72.87,47.76,62.45,16.72,sector_median_imputed,2026-05-20
IHCB,SBMO.AS,SBM Offshore NV,Extractives & Minerals Processing,Average,19.1,Low,Medium,3,0,PASS,True,False,False,False,,8.0,0.5029388109485831,97.0464135021097,78.15,92.5,53.46,97.05,277.65500000000003,sector_median_imputed,2026-05-20
SQG,SFZN.SW,Siegfried Holding AG,Health Care,Average,16.52,Low,Good,3,0,PASS,True,False,False,False,,195.0,-0.8036073036966271,14.34599156118143,14.99,36.33,29.76,14.35,70.09,bloomberg_calc,2026-05-20
K900,LOOMIS.ST,Loomis AB,Services,Average,21.5,Medium,Medium,2,1,PASS,True,False,False,False,,192.0,-0.7470665901100093,15.61181434599156,6.47,46.61,46.89,15.61,19.57,sector_median_imputed,2026-05-20
SU1N,SPSN.SW,Swiss Prime Site AG,Infrastructure,Above Average,11.7,Low,Medium,3,0,PASS,True,False,False,False,,35.0,0.331561509744561,85.65400843881856,56.64,94.6,69.14,85.65,16.72,sector_median_imputed,2026-05-20
EF3,FGR.PA,Eiffage SA,Infrastructure,Average,26.7,Medium,Medium,2,1,PASS,True,False,False,False,,141.0,-0.2610916109298152,38.39662447257383,53.13,58.63,18.38,38.4,19.57,sector_median_imputed,2026-05-20
ENR,ENR.DE,Siemens Energy AG,Resource Transformation,Below Average,13.57,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Below Average,221.0,-1.026234414085654,1.687763713080169,6.47,36.62,15.98,1.69,19.57,sector_median_imputed,2026-05-20
QS2A,SMIN.L,Smiths Group Plc,Resource Transformation,Average,29.38,Medium,Medium,2,1,PASS,True,False,False,False,,161.0,-0.4263973038309152,29.53586497890296,6.47,96.8,60.28,29.54,19.57,sector_median_imputed,2026-05-20
4SP,SPIE.PA,SPIE SA,Infrastructure,Average,11.61,Low,Medium,3,0,PASS,True,False,False,False,,137.0,-0.2389993294274466,40.50632911392405,37.37,57.66,50.68,40.51,19.57,sector_median_imputed,2026-05-20
VVD,VIE.PA,Veolia Environnement SA,Infrastructure,Average,19.5,Low,Good,3,0,PASS,True,False,False,False,,126.0,-0.1788420900931183,45.14767932489451,49.18,60.56,35.3,45.15,629.82,sector_median_imputed,2026-05-20
A44,AENA.MC,Aena SME SA,Services,Below Average,12.5,Low,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,19.57,bloomberg_calc,2026-05-20
IYYA,INVP.L,Investec plc,Financials,Average,15.3,Low,Medium,3,0,PASS,True,False,False,False,,29.0,0.360897884306383,88.18565400843882,78.15,55.13,56.19,88.19,0.72,sector_median_imputed,2026-05-20
DTE,DTE.DE,Deutsche Telekom AG,Technology & Communications,Average,16.9,Low,Good,3,0,PASS,True,False,False,False,,108.0,-0.0608222000158382,54.0084388185654,69.58,63.94,11.51,54.01,16.72,sector_median_imputed,2026-05-20
QS51,STMN.SW,Straumann Holding AG,Health Care,Below Average,19.69,Low,Good,2,1,PASS,True,False,False,True,Truvalue=Below Average,136.0,-0.2382382265108148,40.92827004219409,45.83,74.1,25.91,40.93,7.99,sector_median_imputed,2026-05-20
SUL1,SUN.SW,Sulzer AG,Resource Transformation,Average,29.15,Medium,Medium,2,1,PASS,True,False,False,False,,156.0,-0.3634342651458661,31.64556962025317,50.63,41.33,19.42,31.65,19.57,sector_median_imputed,2026-05-20
R6C0,SHELL.AS,Shell Plc,Extractives & Minerals Processing,Below Average,33.7,High,Good,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20
AZ2,ANDR.VI,ANDRITZ AG,Resource Transformation,Above Average,20.5,Medium,Medium,2,1,PASS,True,False,False,False,,153.0,-0.3456878049773993,32.91139240506329,20.93,64.95,62.6,32.91,19.57,sector_median_imputed,2026-05-20
SLW,SLHN.SW,Swiss Life Holding AG,Financials,Above Average,14.66,Low,Medium,3,0,PASS,True,False,False,False,,67.0,0.2303636468671725,72.15189873417721,78.15,51.31,41.24,72.15,0.72,sector_median_imputed,2026-05-20
SCT,SSE.L,SSE PLC,Infrastructure,Average,20.2,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20
AEND,AGN.AS,Aegon Ltd.,Financials,Average,14.8,Low,Medium,3,0,PASS,True,False,False,False,,5.0,0.5401256340064947,98.31223628691984,78.15,55.55,79.46,98.31,0.72,sector_median_imputed,2026-05-20
BPE5,BP.L,BP PLC,Extractives & Minerals Processing,Below Average,29.8,Medium,Medium,1,2,FAIL,False,True,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20
SWJ,SCMN.SW,Swisscom AG,Technology & Communications,Average,17.16,Low,Good,3,0,PASS,True,False,False,False,,123.0,-0.1476279734913863,47.67932489451477,64.51,44.27,20.64,47.68,16.72,sector_median_imputed,2026-05-20
1SQ,SQN.SW,Swissquote Group Holding Ltd.,Financials,Average,18.91,Low,Medium,3,0,PASS,True,False,False,False,,190.0,-0.7191712344551956,16.45569620253164,6.47,30.12,59.98,16.46,0.72,sector_median_imputed,2026-05-20
7EL,ELIS.PA,Elis SA,Services,Above Average,15.5,Low,Medium,3,0,PASS,True,False,False,False,,159.0,-0.391255918874589,30.37974683544304,42.31,44.03,29.45,30.38,19.57,sector_median_imputed,2026-05-20
1T5,TPE.WA,TAURON Polska Energia S.A.,Infrastructure,Average,38.55,High,Medium,2,1,PASS,True,False,True,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20
H2X3,HSX.L,Hiscox Ltd,Financials,Average,20.9,Medium,Medium,2,1,PASS,True,False,False,False,,56.0,0.2597361391490209,76.79324894514767,78.15,55.55,42.67,76.79,0.72,sector_median_imputed,2026-05-20
TBCG,TBCG.L,TBC Bank Group Plc,Financials,Average,12.8,Low,Medium,3,0,PASS,True,False,False,False,,19.0,0.4277029079410485,92.40506329113924,78.15,73.92,54.21,92.41,0.72,sector_median_imputed,2026-05-20
68F,TE.PA,Technip Energies NV,Infrastructure,Above Average,19.62,Low,Medium,3,0,PASS,True,False,False,False,,114.0,-0.100414123875269,51.47679324894515,42.61,88.89,41.41,51.48,277.65500000000003,sector_median_imputed,2026-05-20
LLD,LLOY.L,Lloyds Banking Group plc,Financials,Average,12.4,Low,Good,3,0,PASS,True,False,False,False,,7.0,0.5215511535314873,97.46835443037976,78.15,66.57,70.72,97.47,0.72,sector_median_imputed,2026-05-20
TW11,TEN.MI,Tenaris S.A.,Extractives & Minerals Processing,Average,23.32,Medium,Medium,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,2149.74,sector_median_imputed,2026-05-20
FNTN,FNTN.DE,freenet AG,Technology & Communications,Below Average,24.6,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,16.72,sector_median_imputed,2026-05-20
PU4,PUB.PA,Publicis Groupe SA,Services,Average,9.1,Negligible,Good,3,0,PASS,True,False,False,False,,93.0,0.051496960953425,61.18143459915611,53.4,67.25,53.97,61.18,16.72,sector_median_imputed,2026-05-20
TOTB,TTE.PA,TotalEnergies SE,Extractives & Minerals Processing,Average,24.46,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,277.65500000000003,sector_median_imputed,2026-05-20
8D7,TCAP.L,TP ICAP Group plc,Financials,Below Average,21.5,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20
0UB,UBSG.SW,UBS Group AG,Financials,Below Average,14.56,Low,Medium,2,1,PASS,True,False,False,True,Truvalue=Below Average,24.0,0.3960366114019063,90.29535864978902,78.15,41.42,68.63,90.3,0.72,sector_median_imputed,2026-05-20
UNC,UCB.BR,UCB S.A.,Health Care,Average,13.7,Low,Good,3,0,PASS,True,False,False,False,,36.0,0.3228087203448372,85.23206751054853,77.94,69.82,43.18,85.23,7.99,bloomberg_calc,2026-05-20
QJQ,ISS.CO,ISS A/S,Services,Average,14.3,Low,,2,0,PASS,True,False,False,False,,145.0,-0.2965975092973127,36.28691983122363,34.36,63.28,45.41,36.29,19.57,sector_median_imputed,2026-05-20
CENB,CNA.L,Centrica plc,Infrastructure,Average,24.9,Medium,Good,2,1,PASS,False,True,False,,,,,,0.0,0.0,0.0,0.0,629.82,sector_median_imputed,2026-05-20
SDF,SDF.DE,K+S AG,Resource Transformation,Below Average,28.5,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,2149.74,sector_median_imputed,2026-05-20
7UB,UNI.MC,Unicaja Banco S.A.,Financials,Average,18.53,Low,,2,0,PASS,True,False,False,False,,210.0,-0.931619180146188,6.329113924050633,6.47,60.07,14.99,6.33,0.72,sector_median_imputed,2026-05-20
UUEC,UU.L,United Utilities Group PLC,Infrastructure,Average,13.91,Low,Good,3,0,PASS,True,False,False,False,,105.0,-0.0343274421088479,55.27426160337553,46.94,59.47,58.97,55.27,629.82,sector_median_imputed,2026-05-20
VAT,VATN.SW,Valiant Holding AG,Financials,Below Average,28.33,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20
VACD,VK.PA,Vallourec SA,Extractives & Minerals Processing,Above Average,21.02,Medium,Good,2,1,PASS,True,False,False,False,,99.0,0.0049284477634583,58.64978902953587,79.58,33.88,19.01,58.65,2149.74,sector_median_imputed,2026-05-20
2VO,VALMT.HE,Valmet Corp,Resource Transformation,Average,23.62,Medium,Good,2,1,PASS,True,False,False,False,,215.0,-0.9966341089888696,4.219409282700422,6.47,39.82,18.03,4.22,24.11,bloomberg_calc,2026-05-20
19V,VACN.SW,VAT Group AG,Resource Transformation,Below Average,24.83,Medium,Medium,1,2,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,19.57,sector_median_imputed,2026-05-20
IHJN,VZN.SW,VZ Holding AG,Financials,Average,26.57,Medium,Medium,2,1,PASS,True,False,False,False,,13.0,0.464450219370451,94.9367088607595,78.15,41.99,77.28,94.94,0.72,sector_median_imputed,2026-05-20
I10,IG.MI,Italgas SpA,Infrastructure,Average,15.6,Low,Good,3,0,PASS,True,False,False,False,,134.0,-0.2311657288914256,41.77215189873418,53.14,35.88,35.3,41.77,629.82,sector_median_imputed,2026-05-20
MTA,WRT1V.HE,Wartsila Oyj Abp,Resource Transformation,Average,23.36,Medium,Medium,2,1,PASS,True,False,False,False,,48.0,0.2723757542543536,80.16877637130801,60.25,80.93,62.6,80.17,19.57,sector_median_imputed,2026-05-20
22Z,ZEAL.CO,Zealand Pharma A/S,Health Care,Average,28.46,Medium,,1,1,BORDERLINE,False,False,False,,,,,,0.0,0.0,0.0,0.0,7.99,sector_median_imputed,2026-05-20
1ZG,ZEG.L,Zegona Communications Plc,Technology & Communications,Below Average,30.52,High,Poor,0,3,FAIL,False,False,False,,,,,,0.0,0.0,0.0,0.0,0.72,sector_median_imputed,2026-05-20
G70,GALE.SW,Galenica AG,Health Care,Average,12.3,Low,Medium,3,0,PASS,True,False,False,False,,68.0,0.2299694636606219,71.72995780590718,56.03,90.21,59.45,71.73,7.99,sector_median_imputed,2026-05-20
